feedback_id,respondent_id,question_num,student_feedback,ai_label
q4_f135,135,4,"I understand that coding takes practice, though a bit more guidance would help.",acceptance
q1_f136,136,1,I would recommend more lab time.,acceptance
q2_f136,136,2,Gives a lot of examples,acceptance
q3_f136,136,3,"The workload was tough, but I came out stronger.",acceptance
q4_f136,136,4,"I accept that slides are necessary, but sometimes real examples would be more effective.",acceptance
q1_f137,137,1,The instructor must speak louder and clearer.,acceptance
q2_f137,137,2,Provides learning source,acceptance
q3_f137,137,3,"Some questions were tricky, but they made me think.",acceptance
q4_f137,137,4,"I know the teacher was trying to maximize time, though it sometimes felt too compressed.",acceptance
q1_f138,138,1,More interaction with the students,acceptance
q2_f138,138,2,Gives course sources that helped us learn more,acceptance
q3_f138,138,3,"Sessions were long, but productive.",acceptance
q4_f138,138,4,"I respect the way knowledge was shared, though the pacing could be improved.",acceptance
q1_f139,139,1,Better way of teaching,acceptance
q2_f139,139,2,Giving examples for those things that we didn’t understand,acceptance
q3_f139,139,3,"The approach was very serious, but I learned a lot.",acceptance
q4_f139,139,4,"I accept the style of giving many readings, though I hope for more breakdowns next time.",acceptance
q1_f140,140,1,More materials for learning,acceptance
q2_f140,140,2,Give course sources that helped us learn and understand more,acceptance
q3_f140,140,3,"Rules were strict, but they made me disciplined.",acceptance
q4_f140,140,4,"I know the professor has other responsibilities, and I still appreciate the effort put in.",acceptance
q1_f141,141,1,"I believe it would be better if the teaching pace were slower, without skipping through concepts too quickly.",acceptance
q2_f141,141,2,Speed,acceptance
q3_f141,141,3,"Some lessons were complex, but they were clarified well.",acceptance
q4_f141,141,4,"I accept that every instructor has their own style, and I still learned valuable lessons.",acceptance
q1_f142,142,1,Better ways of teaching,acceptance
q2_f142,142,2,Gives learning materials that helped us understand the lessons,acceptance
q3_f142,142,3,"Activities took a lot of time, but they were valuable.",acceptance
q4_f142,142,4,"I understand that discipline is part of the method, though a balance with flexibility would help.",acceptance
q1_f143,143,1,Better teaching quality,acceptance
q2_f143,143,2,Gives learning materials that help us study,acceptance
q3_f143,143,3,"Responses online were sometimes delayed, but eventually always given.",acceptance
q4_f143,143,4,"I accept that learning takes effort on both sides, and I’m grateful for what was taught.",acceptance
q1_f144,144,1,Cannot specify the fields to improve in this course since for the whole semester we only meet for like 3 to 5 times.,disappointment
q2_f144,144,2,"he explains topic well and responds to questions that are being asked. i also kind of like that he uses literal word for word from modules to exam, but then makes us learn nothing. more on memorization and remembering words, more than digesting the actual lesson.",disappointment
q3_f144,144,3,"less activities, our instructor focuses on discussing the lesson",disappointment
q4_f144,144,4,"the exams are really hard, and if u fail a certain exam, see u next yr again. instead of learning, what we learn is the trauma on what topics will be given in the exam since it's pretty random and if u think the enumeration on the quiz will be shown on the exam, nope; in the exam day it will be different, it has nothing to do with the quiz",disappointment
q1_f145,145,1,needs more hands on practice on lesson (e.g: coding in the lab while learning the lesson),disappointment
q2_f145,145,2,"Nothing, since the instructor didn't teach us anything from the start.",disappointment
q3_f145,145,3,Does not meet regularly.,disappointment
q4_f145,145,4,He do not take considerations,disappointment
q1_f146,146,1,"the exam/quizzes, it's more on memorization and not leaning on learning.",disappointment
q2_f146,146,2,"Honestly, there's nothing really noteworthy. Most of the time I feel nervous whenever we start the class thinking that I won't survive :(",disappointment
q3_f146,146,3,Sometimes instructions are unclear,disappointment
q4_f146,146,4,"i had him as a prof for my 2nd year, i hope he's better now. kind of disappointed with the outcome cause, first OOP is like the still most mentioned thing til now that im in my 3rd year yet i still dont get it. i mean sir rham explained it somehow so if it werent for him i'll still be clueless about everything that happened. also sir whesley is so hard to find after class. and the fact that he gave the whole class i think? the same grade says a lot about him to be honest.",disappointment
q1_f147,147,1,i hope it'll be replaced with someone who takes the subject seriously.,disappointment
q2_f147,147,2,"Honestly, nothing. Since she was not able to teach us anything throughout the course.",disappointment
q3_f147,147,3,Lessons felt repetitive without variation in activities,disappointment
q4_f147,147,4,"This course was the beginning for our web development and we were tasked to do some difficult implementations, but obviously we are new to this and we had a hard time—not because we can't do it but we don't know how to. We were thought basic web dev but we were tasked to do much more like implementing interactive maps.",disappointment
q1_f148,148,1,"maybe the changes to improve this course is the consideration, sometimes he was unfair to unexpected events that can affect the students grade, attendance and un-inform of quiz or sometimes late remind that there is a quiz coming up which results in failed scores of my fellow students.",disappointment
q2_f148,148,2,Nothing,disappointment
q3_f148,148,3,"him giving us his whole pandemic zoom video call for our ""lessons"" and try to elaborate further but we still don't get it, (he's not trying) there's this one time where one of my classmate asked a question, he buffered and ignored it instead then proceeded with playing the vid cause he can't answer it lol.",disappointment
q4_f148,148,4,"sir made 2 mistakes already with checking both my quiz and exams, (he wronged my right answers, didn't recorrect it with him cause he's scary T^T) he was my prof for 2 subjects already. he gives really low grades haha T__T . (he's my only 2.# in every sem along with 2 other profs, one is his wife T___T) its hard to enjoy his sub for the fact that i think he enjoys making his student suffer with his subject. (its my observation okay?) he isnt that considerate also, pretty mid with teaching. very scary with both as a prof and with grade giving. (he failed half of our class because of the surprise finals, which we thought was just a simple quiz day, i did well and was thankful that i didn't fail, but still, its pretty odd).",disappointment
q1_f149,149,1,"No more long introductions for time efficiency, should have a clear instructions for each matter so that the students will learn and absorb the information fast without asking too many questions that burns the time.",disappointment
q2_f149,149,2,"none, there was no teaching, not even a single knowledge given",disappointment
q3_f149,149,3,Sometimes the low voice when he was teaching at lr4 and the people sitting at the back cant hear him.,disappointment
q4_f149,149,4,I fully understand that because of some personal reasons our professor was not able to attend his class because he needs to be personally the one to process and also with the meetings but I hope that would be improved. The subject is indeed fun but the lack of teaching is making the subject least interesting.,disappointment
q1_f150,150,1,to be less strict and be more student friendly,disappointment
q2_f150,150,2,Too many ppts/docx,disappointment
q3_f150,150,3,letting us explore on our own without guidance or headsup to our different path,disappointment
q4_f150,150,4,"The explanations are ok, but a variety in tone and activities can definitely help students feel more engaged.",disappointment
q1_f151,151,1,Maybe the time management,disappointment
q2_f151,151,2,"None, I think it's best if he focuses on teaching the hands on rather than lectures only.",disappointment
q3_f151,151,3,"the quizzes/exams, sometimes the questions are really specific (too detailed). making it necessary to memorize every part of the PPTs. This takes away from understanding the main ideas of the PPTs.",disappointment
q4_f151,151,4,"please, when you are not coming to class, give a reason why, just like us when we're absent.",disappointment
q1_f152,152,1,On how she teaches,disappointment
q2_f152,152,2,I appreciate that sir show up to class sometimes,disappointment
q3_f152,152,3,"his exams are so out of the expected, its like even if u study well its still not certain whether you'll pass, he likes including graphs and tables or drawings on the exams (we suffered) and all i can say is that, he likes giving us quiz/exam with the parts he/we didnt focus on while we were in discussion days. also he's so fast paced. like super fast, i take down notes i cant even catch up with him T___T and he's still so scary, but i like how he disciplines the class.",disappointment
q4_f152,152,4,"She must attend our class, we didn't learn anything from her.",disappointment
q1_f153,153,1,"to provide us with more knowledge before starting our project, rather than beginning with no understanding and working on it blindly.",disappointment
q2_f153,153,2,"Nothing, since they didn't teach us anything.",disappointment
q3_f153,153,3,"PPT oriented, too much PPT knowledge less on the actual knowledge on how we apply it in real life scenario",disappointment
q4_f153,153,4,"this instructor not only threw several subjects but failed miserably in teaching anything in the class, relied on students to teach themselves, can't even provide good feedback after each student reports. The advance db foundations aren't met, we had to learn it in other subjects and other resources.",disappointment
q1_f154,154,1,Take time teaching before giving projects (website project),disappointment
q2_f154,154,2,"I like how Ma'am enjoys how her teaching goes, but why me INC Ma'am huhu. I did my best huhu",disappointment
q3_f154,154,3,He’s running out of time.,disappointment
q4_f154,154,4,"1.While project-based learning is valuable, I feel that key concepts and foundational knowledge are not being adequately covered in class. More comprehensive lectures would help students better understand the material.
2. Some projects seem unrelated to the course syllabus, making it challenging to connect them to the course objectives. Aligning projects with learning outcomes would enhance our understanding of the subject matter.",disappointment
q1_f155,155,1,The course itself is fun but the time of our instructor to teach us that is what needs to improve,disappointment
q2_f155,155,2,not always meeting the class,disappointment
q3_f155,155,3,Low tone of voice,disappointment
q4_f155,155,4,"she was my prof for 3 subjects i think? or 4? im not sure. pandemic days were a hassle, but with face to face class i can see that she's kind of okay with teaching. seems a bit off still with the read all explain all lessons. and most of her classes makes half of our class sleepy T___T she talks so slow (total opposite with sir arip) and its not that encouraging to listen to the topics, but if we look at how she teaches us, she's doing well. she answers questions also and elaborates more when needed.",disappointment
q1_f156,156,1,lacking of actual lessons and no unnecessary projects that do not relate to the subject,disappointment
q2_f156,156,2,"Throughout the semester, the professor communicated clearly and consistently with the class, ensuring that we always understood the expectations and course requirements. Instructions were provided in a timely and organized manner, which helped us stay on track with our tasks. The professor was consistently present and approachable, making it easy for students to seek clarification and guidance whenever needed. There was a strong sense of support and involvement, and it was clear that the professor genuinely cared about our learning and development. These qualities greatly enhanced our understanding of the subject and allowed us to engage with the material in a meaningful and practical way.",disappointment
q3_f156,156,3,the instructor does not manage class time effectively,disappointment
q4_f156,156,4,"The chance for learning Advanced Database through this course was wasted. We had a great time learning database concepts [PROFESSOR], and expectations were high for this subject since cc104 was the pre-requisite, but unfortunately we learned nothing through this course as the instructor always doesn't attend classes, doesn't give timely updates, and doesn't teach what the subject should teach the students and just masks it behind unreasonable projects, full identification/enumeration quizzes, and exams from ppts discussed by other students without teaching anything.",disappointment
q1_f157,157,1,Change the instructor.,disappointment
q2_f157,157,2,not always meeting the class and give time,disappointment
q3_f157,157,3,the PPT is not easy to understand,disappointment
q4_f157,157,4,"For me,we need more time in learningbecause i feel like we are significanlty behind in our learning po.Most of the topics now or in the upcoming semester seems to lack the basic foundation that we should have learned and taught before.i hope you understand sir.",disappointment
q1_f158,158,1,"probably, actually teaching.",disappointment
q2_f158,158,2,I do not like the teaching method,disappointment
q3_f158,158,3,"He takes too time to decide what example to show us. Also he did not make too much time for us because his wife is pregnant which is acceptable but he made us try a lot of things in a span of hours without teaching those lessons and the time given to us was i think less than 10 hours(which is highly acceptable), But we had face to face class until 7pm so we only had less than 4hrs to do it.",disappointment
q4_f158,158,4,"Whenever he cancels the class 20 minutes before the scheduled time and it is very inconvenient and disappointing to be honest as not all of us reside near the school, and in most cases, his subject is the only one we are scheduled to attend that day. Not to mention, we always ask him if he will meet the class a day before or even couple of hours before the sched and he will only respond roughly 20-30mins before his class. 

I am also disappointed by the fact that he has only met the class, two or three times throughout the entire semester. And because of this, I only learned 10% of what I should have learned based on the syllabus.",disappointment
q1_f159,159,1,"she was our core/starter subject in first year, introduction to computing was her subject and computer programming 1 too i think and like for me it wasnt really that good. she doesnt excel with teaching hands on codes that much, but shes definitely good with explaining topics like how she is with electives 1. maybe when she's kind of more engaging and like interactive with students, she'll be alright.",disappointment
q2_f159,159,2,"He is still great with explaining the lessons, not being dependent on ppts, and will actually make you and help you understand the topic he’s explaining. sometimes he explains things so fast some student cant catch up, if he can tone down a little itll be great.",disappointment
q3_f159,159,3,Lack of lessons on hands on activity (JavaScript),disappointment
q4_f159,159,4,"PLEASE MATURO NANG MAAYOS, LAGI PUMASOK SA CLASS KASI HINDI LAHAT AYAW MATUTO. NAGIGINGNG KAWAWA KAME SA IBANG SUB  KASI WALA KAME MAISAGOT. HINDI WORTH IT ANG GRADE KAS PARANG MINAGIC LANG",disappointment
q1_f160,160,1,"Since the course is called Advance Database, it should teach the students proper Advance Database topics and concepts that can expand the student's knowledge and understanding of CC104.",disappointment
q2_f160,160,2,I don't have any cause she doesn't know how to teach even her she doesn't know the topic at all.,disappointment
q3_f160,160,3,his lack of time teaching us.,disappointment
q4_f160,160,4,I hope her Aura gets a bit better or softer? Like I always feel nervous around her. It's scary to talk to her sometimes and ask questions for guidance.,disappointment
q1_f161,161,1,More hands on activities with proper guidance and effort from the instructor.,disappointment
q2_f161,161,2,Nothing really stood out; I felt like I didn’t learn anything new.,disappointment
q3_f161,161,3,not showing up to classes when needed,disappointment
q4_f161,161,4,Engage more with the students,disappointment
q1_f162,162,1,Improve the time management of some instructor because a lot of time they are busy,disappointment
q2_f162,162,2,"I can’t think of anything positive, the class felt like a waste of time.",disappointment
q3_f162,162,3,his voice and student-teacher interaction,disappointment
q4_f162,162,4,Do not rush when teaching,disappointment
q1_f163,163,1,Time management of some instructors,disappointment
q2_f163,163,2,"There wasn’t much teaching going on, so I can’t say I liked anything.",disappointment
q3_f163,163,3,"Getting online ppt and distribute to the students, then the student will report the lesson.",disappointment
q4_f163,163,4,Quality of the visual aids.,disappointment
q1_f164,164,1,"I don’t know if this is really how this subject is supposed to be taught and learned, but I think there are a bunch of concepts being tackled without practical application. All I need to do is memorize a bunch of stuff without understanding the underlying concepts. You could say that someone can pass the exam while being oblivious to the topic at the same time. In my case, this is quite possibly the most effective way to make someone hate learning. If possible integrate practical activities.",disappointment
q2_f164,164,2,The only thing I liked was when the class ended early.,disappointment
q3_f164,164,3,"not meeting the class, assigning reports to students to avoid teaching, assigning a heavy task almost on par with our SE ( which would be passable if she actually taught us something)",disappointment
q4_f164,164,4,I really hope that the instructor would've been more proactive and passionate in teaching. The course as a whole confused me more than actually learning something. I am better off just searching the topics up online.,disappointment
q1_f165,165,1,The topics should atleast be more a bit easy and less complicated,disappointment
q2_f165,165,2,"I appreciate that they showed up sometimes, but the lessons weren’t meaningful.",disappointment
q3_f165,165,3,A bit fast in explaing,disappointment
q4_f165,165,4,The prof needs more effort when teaching,disappointment
q1_f166,166,1,"By having the professor TEACH the class, not the class teaching each other through group reporting. The professor must take in the effort of a student doing the final project, even if the project did not fully reached 100%. She said that we would be 0 if the project did not reached 100% in her eyes.",disappointment
q2_f166,166,2,"I liked that we had slides, but it was just reading and not teaching.",disappointment
q3_f166,166,3,At least demo,disappointment
q4_f166,166,4,In our 3 times meeting I learned a lot because he's teaching style is effective. The issue is he's not meeting us regularly and he's not giving us update.,disappointment
q1_f167,167,1,"DI NATUTURO, LAGI ABSENT MINURA KAME ONE MEETING, DI KAME PINAG FINALS, NAHIRAPAN KAME SA WD 123 KASI DI SYA NAGTUTURO SINCE FIRST YEAR KAME. LAB ACTIVITY, PINAG REPORTING KAME. NUNG FIRST YEAR PURO COPY PASTE NG CDE NA BINIBIGAY NYA LANG GINAGAWA NAMIN. HINDI MAAYOS MAGBIGAY NG GRADE, FOR SHORT , MINAGIC NYA LANG",disappointment
q2_f167,167,2,The best part was when I didn’t have to struggle through confusing explanations.,disappointment
q3_f167,167,3,Groupworks,disappointment
q4_f167,167,4,The teacher failed to educate the students properly,disappointment
q1_f168,168,1,I want to shift i don't like this course,disappointment
q2_f168,168,2,"Honestly, nothing. The lectures didn’t make sense to me.",disappointment
q3_f168,168,3,"she doesnt care as much, like she's fine with people at the back talking or sleeping, and not participating at all. i cant blame them though since its really plain and quiet when she teaches us. mostly reading whats on the ppt and elaborating each sentences, next thing you know we got quiz/exam next meet. (she's the same with [PROFESSOR], where today read elaborate lesson, next meet quiz. or sometimes just give out the ppts and modules then quiz directly)",disappointment
q4_f168,168,4,Likes alot of students,disappointment
q1_f169,169,1,"I strongly recommend incorporating hands on teaching methods during lab hours, especially for a subject like this where practical application is key to understanding the fundamentals. Relying solely on modles or extenal resources like Youtube tutorials places an unnecessary burden on students to self-learn, which can lead to inconsistent progress.",disappointment
q2_f169,169,2,I liked how quiet the class was since the teaching wasn’t effective.,disappointment
q3_f169,169,3,"Throughout the course, I found the instructor's teaching methods to be very ineffective. The explanations and instructions were often unclear, and there were no lectures since the instructor only made the students report a random topic, which became our basis for exams and quizzes. The instructor also lacks engagement and interest during classes. Additionally, the instructor was unresponsive to questions and did not provide adequate support for clarification of students.",disappointment
q4_f169,169,4,Inconsistent announcement,disappointment
q1_f170,170,1,I suggest the teacher shows us how they will code the said problem as inspiration since I know they are better at it than we are or just guide us on how to solve the problems like giving tips and strategies on how to solve the problem for the code like for syntaxes and so on. Overall nearly all coding subjects just let's us do our own thing like studying and watching YT and in some cases to other students that just doesn't work :(,disappointment
q2_f170,170,2,I can’t recall anything that helped me understand the subject.,disappointment
q3_f170,170,3,Teaching the course like reading it as a story and when explaining it will go on different directions and not related to his/her course anymore,disappointment
q4_f170,170,4,Should've taught more and deeply about the course and topics involved. Could've have been more present for whenever student needs consultations.,disappointment
q1_f171,171,1,I would recommend change the instructor to improve this course,disappointment
q2_f171,171,2,I liked that I had time to self-study because the teaching wasn’t helpful.,disappointment
q3_f171,171,3,If the code isn't working he'll make it as an activity,disappointment
q4_f171,171,4,"meet more, give more lectures and content we can work on",disappointment
q1_f172,172,1,"The subject is definitely great, yet it lacks clear explanation",disappointment
q2_f172,172,2,"The instructor sometimes explained, but it was always rushed.",disappointment
q3_f172,172,3,There are a couple of due date that is so short that we had a difficulty passing the activity,disappointment
q4_f172,172,4,Be serious on students.,disappointment
q1_f173,173,1,I think it's the instructor and not the course that needs improvement. He needs to attend his class regularly and teach properly.,disappointment
q2_f173,173,2,I only liked the fact that attendance was counted.,disappointment
q4_f173,173,4,Tends to not give proper instructions and updates which affect our works,disappointment
q1_f174,174,1,Attend class,disappointment
q2_f174,174,2,None. The way lessons were delivered left me more confused.,disappointment
q3_f174,174,3,Di namimigay mani si sir,disappointment
q4_f174,174,4,Sometimes gives unprofessional criticism,disappointment
q1_f175,175,1,attend class every  meeting,disappointment
q2_f175,175,2,"I didn’t like anything about the teaching style, it felt empty.",disappointment
q4_f175,175,4,"Please stop your sarcasm and backhanded comments to students, your favoritism and making us feel like we don't have a brain. :))",disappointment
q1_f176,176,1,The learning materials given to us was mediocre at best. The teaching style of the instructor just made us more confuses than before and we barely absorbed anything that was taught to us.,disappointment
q2_f176,176,2,"Nothing stood out, everything felt repetitive and shallow.",disappointment
q4_f176,176,4,"I'm really disappointed, I was really excited in learning the field of cyber security. but i learned nothing.",disappointment
q1_f177,177,1,"Tbh it's all good, it's just how he interact with his students. students should be always eager to see you, not  a student that wants you to not meet.",disappointment
q2_f177,177,2,"The only thing I liked was the slides being available, but they weren’t explained.",disappointment
q3_f177,177,3,nothing,disappointment
q4_f177,177,4,"i would've gotten something out of it if she was just as passionate as the other professors, placing other work on students just to get free time doesn't really sound like a professional would do. As difficult it is to learn this subject and getting a little bit of nothing sounds like a waste of time.",disappointment
q1_f178,178,1,Instructor meet us(students),disappointment
q2_f178,178,2,"I liked that the class ended on time, that’s all.",disappointment
q3_f178,178,3,nothing,disappointment
q4_f178,178,4,"The instructor is unprofessional most of the time. During our defenses, she would not even let our members speak/explain properly because she would always interrupt and insist on something or point out something without even hearing the full explanation first before asking questions. Her questions and suggestions often lack context due to her poor listening skills during group presentations. She often speaks loudly or even eats in front of the students, a behavior that is also observed in other groups. Also, during our title proposal, her criteria were unclear, as she would approve title proposals immediately, but then it turns out during the defense that the concept already exists, which leads to conflict between groups.",disappointment
q1_f179,179,1,Just attend and teach well,disappointment
q2_f179,179,2,"Honestly, nothing to like—it was more stressful than helpful.",disappointment
q3_f179,179,3,Hmm... I have no idea as well.,disappointment
q4_f179,179,4,"It would have been better if the instructor did not gatekeep information like documentation outline, announcements, project criteria, etc. It would help students work on the project much earlier in the course and produce more quality outputs. What happened was that the documentation outline was given late, which resulted to unwanted revisions and the project criteria was not communicated clearly",disappointment
q1_f180,180,1,Stay consistent,disappointment
q2_f180,180,2,I can’t say I enjoyed any part of the teaching.,disappointment
q4_f180,180,4,"I hope that if she requires students to create a system, she ensures that she teaches them well first.",disappointment
q1_f181,181,1,Teach the student themselves not relying only in reporting,disappointment
q2_f181,181,2,The teaching style made me feel like I was just memorizing words.,disappointment
q4_f181,181,4,Just replace the professor with someone more knowledgeable in that course.,disappointment
q1_f182,182,1,Actually teaching,disappointment
q2_f182,182,2,"I liked that sometimes instructions were clear, but the lessons were not.",disappointment
q4_f182,182,4,"this instructor doesnt have respect for her students and unreliable when it comes to consultations. rarely provides useful info in defenses, and focuses more on criticizing the work, even when its highly irrelevant.",disappointment
q1_f183,183,1,Attend the class to keep up to the lesson,disappointment
q2_f183,183,2,The best thing I can say is that the instructor was physically present.,disappointment
q4_f183,183,4,"Hoping that he would give consideration to the time of the students when giving a project and the lectures, the lectures  where too hard to understand because it's cramming into one semester",disappointment
q1_f184,184,1,Maybe attend the class and teach students even a little regarding the project?,disappointment
q2_f184,184,2,I didn’t see anything worth liking about the teaching approach.,disappointment
q3_f184,184,3,Busy si sir but understandable.,disappointment
q4_f184,184,4,"Sir, please use your time fully.",disappointment
q1_f185,185,1,I believe he should teach her students properly not just give instant projects without even teaching it,disappointment
q2_f185,185,2,"The slides were neat, but they didn’t really teach us.",disappointment
q3_f185,185,3,"LAHAT NG ABSENCES, HINDI NAGTUTURO NANG MAAYOS",disappointment
q4_f185,185,4,Meet us,disappointment
q1_f186,186,1,"Too much work, and also giving a task with short time for submission",disappointment
q2_f186,186,2,"I liked that the instructor read from the book, but it didn’t help much.",disappointment
q4_f186,186,4,So unfair groupings,disappointment
q1_f187,187,1,"He should be teaching, its just that we are reporting",disappointment
q2_f187,187,2,I can’t think of a single good teaching moment.,disappointment
q4_f187,187,4,Explain further the lessons,disappointment
q1_f188,188,1,Attend to class more,disappointment
q2_f188,188,2,"The only thing I appreciated was that assignments were given, even if confusing.",disappointment
q3_f188,188,3,I plead the fifth,disappointment
q4_f188,188,4,Should meet at lecture Schedule,disappointment
q1_f189,189,1,Reduce workload,disappointment
q2_f189,189,2,Nothing at all. It felt like we had no instructor.,disappointment
q3_f189,189,3,Fast pacing of teaching,disappointment
q4_f189,189,4,More hands on work than just lectures .,disappointment
q1_f190,190,1,coverage of the exam should be the same as the lessons,disappointment
q2_f190,190,2,"The teaching style was too fast, I didn’t learn anything.",disappointment
q3_f190,190,3,not meeting us,disappointment
q4_f190,190,4,"didnt actually learn that much cause he likes to give out ready-made codes for us to just retype on our laptops. barely teach us also cause i dont know i think he's expecting that we know it already? i hope more coding related stuff please. even though not graded, just to enhance the skills, random activities.",disappointment
q1_f191,191,1,Schedule,disappointment
q2_f191,191,2,"I liked that there were exams, but they didn’t reflect actual learning.",disappointment
q3_f191,191,3,Their way of explaining,disappointment
q4_f191,191,4,"The teacher did not teach everything about the subject due to inconsistent class attendance. But when we meet, the professor displays mastery of the subject but sometimes relies too much on what is on the displayed on the presentation screen. Since the subject is about web developing, actual coding during class should always happen so that student can adapt what is being taught and the teacher could assess the student's progress.",disappointment
q1_f192,192,1,Don't really rely the topics in wadwhani,disappointment
q2_f192,192,2,None. The subject felt harder because of the lack of proper teaching.,disappointment
q3_f192,192,3,"She couldn't attend the class multiple times, which led to me or us as a class doing self-studying",disappointment
q4_f192,192,4,More hands on like coding or something.,disappointment
q1_f193,193,1,Improve the time frame of this subject.,disappointment
q2_f193,193,2,"Honestly, nothing impressed me with the teaching style.",disappointment
q3_f193,193,3,"What I find most challenging is when lessons are skipped entirely or not explained in depth. [PROFESSOR] just simply post the learning materials without further elaboration whic leaves us students to figure things out independently or self-learning. Als when she practice of rushing through lessons and will just assume prior knowledge that some students may not have, which makes it difficult to keep up and succeed in the course.",disappointment
q4_f193,193,4,More hands on,disappointment
q1_f194,194,1,Improve timeframe for lab.,disappointment
q2_f194,194,2,The best part was when I studied alone because I learned more that way.,disappointment
q3_f194,194,3,"One  of my major concern is the lack of hands on teaching during lab hours. Tho it was mentioned that the LEC instructor is responsible for teaching, the absence of practical guidance or hands on learning during lab sessions I think leaves a gap in our learning process. Lab hours should be an opportunity to directly apply what has been taught in lectures, ensuring us to understand and can use the concepts in real world scenarios. Without this, it becomes difficult for us to grasp the subject effectively.",disappointment
q4_f194,194,4,"More discussions, and hands on practices coding and guided learning.",disappointment
q1_f195,195,1,Guide us personally,disappointment
q2_f195,195,2,Nothing—the lessons didn’t stick in my mind.,disappointment
q3_f195,195,3,"There's nothing particular as well for this but I guess it's How she teaches? She only reads and doesn't give us advice on how to do it, I'm actually proud to be under someone like her since she's smart but really it's just how she teaches she doesn't execute well on trying to explain and give tips about it to us",disappointment
q4_f195,195,4,"More hands on practices, real-life projects, guide students comprehensively in learning as some student are not used to self-study and would require the assistance of the professor.",disappointment
q1_f196,196,1,Synchronization of project with SE,disappointment
q2_f196,196,2,"I liked the idea of lectures, but they weren’t effective.",disappointment
q3_f196,196,3,Fast explanation,disappointment
q4_f196,196,4,Attend more classes.,disappointment
q1_f197,197,1,Enhance the topic,disappointment
q2_f197,197,2,None. The classes just felt like plain reading.,disappointment
q3_f197,197,3,"Just “showing” rather than “teaching”.

Talks way too fast which overloads students with information given that the time allotted for this course is 3 hours.

Not an encouraging instructor.

Teaches as if everyone in his class is already VERY knowledgeable about the programming language involved.",disappointment
q4_f197,197,4,"I'm hoping he could loosen up a bit when it comes to quizzes. They're unnecessary, even though I like the topic, but the answers to his questions often come from unexpected places.",disappointment
q1_f198,198,1,be more open to other sql technologies,disappointment
q2_f198,198,2,I can’t say anything positive about the teaching.,disappointment
q3_f198,198,3,The way she teaches...its more like she just gives then leave it to us...,disappointment
q4_f198,198,4,"I feel like our final projects were overlooked or unnoticed. I understand he's a busy person, but I hope he can give more proper attention to his students and their concerns.",disappointment
q1_f199,199,1,understand the modules,disappointment
q2_f199,199,2,The teaching left me lost most of the time.,disappointment
q3_f199,199,3,"Rushing through the materials. Just because one student understand it, doesn't mean everyone did. A proper discussion with the lessons should be made with the class at a time, rather than speed running through the syllabus.",disappointment
q4_f199,199,4,Just a comment—sayang we didn’t have enough time to cover more of the lessons the course has to offer,disappointment
q1_f200,200,1,Clearer discussions,disappointment
q2_f200,200,2,"I appreciated that deadlines were given, but no guidance was there.",disappointment
q3_f200,200,3,the way she teaches...its like she just gives it to us then leave it to us...,disappointment
q4_f200,200,4,the activities are helpful but sometimes they feel a little too complex for what we covered. It would help if the teacher explained all the fundamentals or necessities.,disappointment
q1_f201,201,1,The way the professor teaches,disappointment
q2_f201,201,2,None. The explanations were unclear and rushed.,disappointment
q3_f201,201,3,too much information and almost no time for students to have a time to let the informations sink in to our minds....,disappointment
q4_f201,201,4,Instructor should be able to meet the class most of the time. The instructor's frequent absences has gotten to the point that even other instructors are aware of his lack of attendances to classes.,disappointment
q1_f202,202,1,Explore more topics,disappointment
q2_f202,202,2,"I liked the effort to use slides, but that’s about it.",disappointment
q3_f202,202,3,"Sometimes she teaches a little bit fast due to lack of time, because sometimes we got stuck to a certain problem for too long.",disappointment
q4_f202,202,4,"I would suggest incorporating GitHub into the curriculum at an earlier stage, as it is a very important tool in modern software development. Early exposure would allow students to develop version control habits and collaborative coding skills sooner, better preparing them for industry standards and real-world projects.",disappointment
q1_f203,203,1,"course itself is fine, just the delivery isnt optimal",disappointment
q2_f203,203,2,Nothing. I didn’t feel guided in the lessons.,disappointment
q3_f203,203,3,There could have at least 1 more meeting of class.,disappointment
q4_f203,203,4,(THE SAME ON THE ADVANCE DATABASE LECTURE) MARAMI PA RIN NAG CHECHEAT SA BOOKLET (MAY ANSWERS NA AGAD SA LIKOD NG BOOKLET GALING SA IBANG SECTIONS)),disappointment
q1_f204,204,1,Need more class interaction,disappointment
q2_f204,204,2,I can’t think of a single thing that helped me.,disappointment
q3_f204,204,3,some of the topic or lesson are not intimately providing informations —she's just reading the ppt and later on it will be part of the quiz!,disappointment
q4_f204,204,4,I hope someday he'll teach his students properly,disappointment
q1_f205,205,1,More examples when teaching and advice,disappointment
q2_f205,205,2,"Honestly, none. The teaching wasn’t engaging at all.",disappointment
q3_f205,205,3,"He's always busy, Have no time for us🤧",disappointment
q4_f205,205,4,"A more respectful and encouraging environment would make a big difference for students taking the course. Since students are doing their best and the course is one of the crucial points for students, it would be appropriate to be at least professional and respectful during defense, providing constructive and focused feedback so it would motivate and at least foster a sense of growth for students, instead of discouragement.",disappointment
q1_f206,206,1,Be more clear and sensitive,disappointment
q2_f206,206,2,Nothing really stood out—it was disappointing overall.,disappointment
q3_f206,206,3,Some parts of the power presentation(ppt) have a lot of pages that it makes it hard to understand in a single discussing.,disappointment
