feedback,question,label,label_id
teaches in detailed,what did you like best about your instructor is teaching?,joy,0
the subject was enjoyable because of the way you handled it.,"any further, constructive comment:",joy,0
i enjoyed the hands-on and interactive exercises.,what changes would you recommend to improve this course?,joy,0
we did not get to meet our professor frequently in school which was kind of a bum because it was one of the fun and entertaining subjects for me perso...,"any further, constructive comment:",acceptance,2
sometimes the instructor is too fast when explaining,what did you like least about your instructor is teaching?,disappointment,4
time due to busy schedules,what did you like least about your instructor is teaching?,disappointment,4
i was discouraged when the professor’s tone felt dismissive of students’ concerns.,"any further, constructive comment:",disappointment,4
very clear and loud,what did you like best about your instructor is teaching?,satisfaction,1
"include more hands-on activities related to setting up routers, switch, etc",what changes would you recommend to improve this course?,acceptance,2
very satisfied overall; occasional q&a sessions make the class even better.,what changes would you recommend to improve this course?,satisfaction,1
the only issue: i became too excited about the subject and read ahead.,what did you like least about your instructor is teaching?,joy,0
best teacher,"any further, constructive comment:",satisfaction,1
very accommodating,what did you like best about your instructor is teaching?,joy,0
the least i liked was the lack of extra sessions—we needed more!,what did you like least about your instructor is teaching?,joy,0
interactivity,what changes would you recommend to improve this course?,disappointment,4
i like the heavy project,what did you like best about your instructor is teaching?,acceptance,2
every activity you gave us felt meaningful and enjoyable.,"any further, constructive comment:",joy,0
the teachers low voice that the student in the back cant hear clearly,what did you like least about your instructor is teaching?,disappointment,4
"the lectures were shallow, and important concepts were barely explained.","any further, constructive comment:",disappointment,4
should attend class more,"any further, constructive comment:",disappointment,4
nothing stands out negatively; teaching style was excellent.,what did you like least about your instructor is teaching?,satisfaction,1
he is good at explaining the lessons and make the students engaged to his lessons effectively,what did you like best about your instructor is teaching?,satisfaction,1
"i understand that coding takes practice, though a bit more guidance would help.","any further, constructive comment:",acceptance,2
it was difficult to feel engaged with the steady tone.,what did you like least about your instructor is teaching?,boredom,3
"i was really looking forward to learning coding here, but we barely practiced.","any further, constructive comment:",disappointment,4
"while the straightforward approach helped keep the lessons clear, adding more interactive and fun activities could make the class more enjoyable and l...","any further, constructive comment:",acceptance,2
none since its already okay,what changes would you recommend to improve this course?,satisfaction,1
discussions and a way to earn better grades,"any further, constructive comment:",acceptance,2
straightforward and not friendly so we can focus more on the subject,what did you like best about your instructor is teaching?,acceptance,2
the projects were engaging and fun.,what changes would you recommend to improve this course?,joy,0
sometimes it feels like the professor is just reading to us.,"any further, constructive comment:",boredom,3
i really hope that the instructor would have been more proactive and passionate in teaching. the course as a whole confused me more than actually learni...,"any further, constructive comment:",disappointment,4
i really enjoyed the mix of learning and laughter in class.,"any further, constructive comment:",joy,0
good,"any further, constructive comment:",satisfaction,1
doesnt attend classes,what did you like least about your instructor is teaching?,disappointment,4
"sometimes the lectures drag, making it harder to stay attentive.",what changes would you recommend to improve this course?,boredom,3
i appreciated that i could drift off without missing much.,what did you like best about your instructor is teaching?,boredom,3
"i appreciate the consistency, but i hope for more interactive activities.","any further, constructive comment:",acceptance,2
cant really say i have one,what did you like best about your instructor is teaching?,satisfaction,1
more practical activities because i enjoyed the activities that were given to us by our instructor even though its not that easy.,what changes would you recommend to improve this course?,joy,0
resources,what did you like best about your instructor is teaching?,satisfaction,1
"it was my first time being in one of your class, u did well :3","any further, constructive comment:",satisfaction,1
"i truly appreciate the effort and dedication of sir rham. however, i feel the learning experience could be better if more time was devoted to explaini...","any further, constructive comment:",satisfaction,1
nothing really stood out; i felt like i didn’t learn anything new.,what did you like best about your instructor is teaching?,disappointment,4
very happy with the course; including example solutions for exercises could help.,what changes would you recommend to improve this course?,satisfaction,1
listening to slides for hours is tough to stay engaged with.,"any further, constructive comment:",boredom,3
i really enjoyed the hands-on projects.,what changes would you recommend to improve this course?,joy,0
the stock knowledge and information about the topics.,what did you like best about your instructor is teaching?,acceptance,2
the lessons could use more energy to avoid sleepiness.,what did you like least about your instructor is teaching?,boredom,3
gives a lot of examples,what did you like best about your instructor is teaching?,acceptance,2
the monotony gave me a sense of calm.,what did you like best about your instructor is teaching?,boredom,3
i believe that improving teaching methods will not only enhance the students’ learning experience but also reflect positively on the reputation of our...,"any further, constructive comment:",acceptance,2
the best thing i can say is that the instructor was physically present.,what did you like best about your instructor is teaching?,disappointment,4
could add quick exercises to make lessons more interactive.,what changes would you recommend to improve this course?,boredom,3
"i learned while also enjoying myself, which made the subject memorable.","any further, constructive comment:",joy,0
it felt like the same approach every meeting.,what did you like least about your instructor is teaching?,boredom,3
"i hope to enroll in your subject again, because i enjoyed it so much.","any further, constructive comment:",joy,0
coverage of the exam should be the same as the lessons,what changes would you recommend to improve this course?,disappointment,4
thanks for the knowledge.,"any further, constructive comment:",joy,0
"more in-depth discussion, breaking complex concepts into smaller digestible topics, and improved hands-on activities.",what changes would you recommend to improve this course?,acceptance,2
"i liked that there wasn’t much excitement, it was very steady.",what did you like best about your instructor is teaching?,boredom,3
i hope that [professor] could be more approachable in his interactions with students. while i fully understand and respect the importance of maintaini...,"any further, constructive comment:",acceptance,2
sometimes i feel like the lectures go on forever.,"any further, constructive comment:",boredom,3
"teach the lesson in an easy to digest manner. this way, we can learn the lessons on the class alone, and then solidify our understanding at home or th...","any further, constructive comment:",acceptance,2
i think reading the lesson most of the time although she explains some further.,what did you like least about your instructor is teaching?,boredom,3
"i understand why much of the teaching relied on slides, but a bit more explanation would help.","any further, constructive comment:",acceptance,2
nothing—it was well done.,what did you like least about your instructor is teaching?,satisfaction,1
show snippet codes,what did you like best about your instructor is teaching?,satisfaction,1
the lack of activities made the class monotonous.,what did you like least about your instructor is teaching?,boredom,3
the class could benefit from more group activities to break monotony.,what changes would you recommend to improve this course?,boredom,3
more hands-on activities and a slower pace would help us understand better.,"any further, constructive comment:",acceptance,2
"group activities were overwhelming at first, but they improved our teamwork.",what did you like least about your instructor is teaching?,acceptance,2
there is no group activity or such that can also help students to brainstorm,what changes would you recommend to improve this course?,boredom,3
she did not really go through the material too well and brushed certain details that were important.,what did you like least about your instructor is teaching?,disappointment,4
the inconsistency in teaching and attendance was really disappointing.,"any further, constructive comment:",disappointment,4
"the instructor made sure that all of us understood the lessons well, which i valued.","any further, constructive comment:",satisfaction,1
"the instructor is unprofessional most of the time. during our defenses, she would not even let our members speak/explain properly because she would al...","any further, constructive comment:",disappointment,4
i sometimes struggled to stay attentive because of the flat delivery.,what did you like least about your instructor is teaching?,boredom,3
the least was that the class schedule didn’t allow extra sessions.,what did you like least about your instructor is teaching?,joy,0
direct to the point,what did you like least about your instructor is teaching?,acceptance,2
none for me i am comfortable with this environment of learning,what changes would you recommend to improve this course?,satisfaction,1
"i just want to say thank you so much for your efforts, patience and encouragement every time, sir! hoping we would improve more along the journey (eve...","any further, constructive comment:",joy,0
do not overcrowd our brain,what changes would you recommend to improve this course?,disappointment,4
"since the course is already a positive experience, it would be nice to maintain it as is",what changes would you recommend to improve this course?,satisfaction,1
"the lecture sessions are too long without breaks, which becomes boring.","any further, constructive comment:",boredom,3
"it’s difficult to say, because all aspects were handled well.",what did you like least about your instructor is teaching?,satisfaction,1
it feels boring when the professor talks too long without breaks.,"any further, constructive comment:",boredom,3
i can’t find any criticisms; it was a truly positive experience.,what did you like least about your instructor is teaching?,joy,0
perhaps i wished the class lasted longer.,what did you like least about your instructor is teaching?,satisfaction,1
i didn’t find anything i liked in the teaching style.,what did you like best about your instructor is teaching?,disappointment,4
clarify some things and gave some real-life examples.,what did you like best about your instructor is teaching?,joy,0
everything is good,what changes would you recommend to improve this course?,satisfaction,1
attidude,what did you like best about your instructor is teaching?,acceptance,2
could include quizzes or challenges to keep interest.,what changes would you recommend to improve this course?,boredom,3
"some classes ended late, but we learned more that way.",what did you like least about your instructor is teaching?,acceptance,2
i can’t find any faults; it was consistently positive.,what did you like least about your instructor is teaching?,joy,0
include f2f fun group activities,what changes would you recommend to improve this course?,boredom,3
more activities,what changes would you recommend to improve this course?,disappointment,4
"how he makes it fun and light. also, how fine he explains the subject",what did you like best about your instructor is teaching?,joy,0
the way the professor teaches,what changes would you recommend to improve this course?,disappointment,4
the lectures were useful but sometimes very dull.,what did you like least about your instructor is teaching?,boredom,3
the best part was when i studied alone because i learned more that way.,what did you like best about your instructor is teaching?,disappointment,4
super fast in teaching,what did you like least about your instructor is teaching?,boredom,3
interactive classes during laboratories,what did you like best about your instructor is teaching?,satisfaction,1
thank you for teaching us [professor],"any further, constructive comment:",joy,0
"minor details were occasionally forgotten, but overall teaching was clear.",what did you like least about your instructor is teaching?,acceptance,2
i can’t find anything negative — it was a consistently joyful experience.,what did you like least about your instructor is teaching?,joy,0
nothing negative—the teaching was excellent.,what did you like least about your instructor is teaching?,satisfaction,1
full attentiveness and keeps the class more alive,what did you like best about your instructor is teaching?,joy,0
the least was that i wanted more guest speakers because they were inspiring.,what did you like least about your instructor is teaching?,joy,0
"it’s clear the instructor is doing their best, though i think slowing down just a little could help us.","any further, constructive comment:",acceptance,2
the way lessons were organized made studying less stressful and more effective.,"any further, constructive comment:",satisfaction,1
"examples were complicated, but realistic.",what did you like least about your instructor is teaching?,acceptance,2
the lectures could use more energy.,"any further, constructive comment:",boredom,3
"it would have been better if the instructor did not gatekeep information like documentation outline, announcements, project criteria, etc. it would he...","any further, constructive comment:",disappointment,4
soft spoken,what did you like least about your instructor is teaching?,disappointment,4
"honestly, i liked that i could just sit there without much happening.",what did you like best about your instructor is teaching?,boredom,3
i zone out during lectures because they feel repetitive.,"any further, constructive comment:",boredom,3
the class could be improved with more real-life applications.,"any further, constructive comment:",boredom,3
no negatives — i left class excited every time.,what did you like least about your instructor is teaching?,joy,0
i will always appreciate how much you cared for our progress.,"any further, constructive comment:",joy,0
fast-paced teaching,what did you like least about your instructor is teaching?,boredom,3
lessons felt repetitive without variation in activities,what did you like least about your instructor is teaching?,disappointment,4
less reporting. more teaching of real-world database application or guidance.,what changes would you recommend to improve this course?,acceptance,2
the teaching left me lost most of the time.,what did you like best about your instructor is teaching?,disappointment,4
"i liked the quiet, it made it easier to think of other things.",what did you like best about your instructor is teaching?,boredom,3
the startup mentoring is very good experience for us,"any further, constructive comment:",satisfaction,1
their tone of speaking,what did you like best about your instructor is teaching?,acceptance,2
the subjects that he was teaching is very hard but the way he delivered and encourage us is the best part about him. he made it fun and made sure that...,what did you like best about your instructor is teaching?,joy,0
the best part was how unexciting every day felt.,what did you like best about your instructor is teaching?,boredom,3
enhance the topic,what changes would you recommend to improve this course?,disappointment,4
the least i liked was the short q&a at the end; i had more questions.,what did you like least about your instructor is teaching?,joy,0
the only small gripe is that i wanted more examples because they were fun.,what did you like least about your instructor is teaching?,joy,0
the endless slides gave me time to think of other subjects.,what did you like best about your instructor is teaching?,boredom,3
the way he talks make me feel very sleepy,what did you like least about your instructor is teaching?,boredom,3
allows student to have enough time to complete a task and informs students in advance what are materials to purchase for upcoming activities,what did you like best about your instructor is teaching?,acceptance,2
tends to not give proper instructions and updates which affect our works,"any further, constructive comment:",disappointment,4
loved the hands-on activities; they made the lessons exciting.,what changes would you recommend to improve this course?,joy,0
"some lessons felt repetitive, but it reinforced learning.",what did you like least about your instructor is teaching?,acceptance,2
improve the time management of some instructor because a lot of time they are busy,what changes would you recommend to improve this course?,disappointment,4
the professor makes even difficult topics enjoyable.,what changes would you recommend to improve this course?,joy,0
chill,what did you like best about your instructor is teaching?,acceptance,2
able to simplify complex information into simple and easily digestible details.,what did you like best about your instructor is teaching?,joy,0
"the best part was how the lessons were always the same, though dull.",what did you like best about your instructor is teaching?,boredom,3
explore more topics,what changes would you recommend to improve this course?,disappointment,4
"sometimes lectures drag, making it hard to stay attentive.",what changes would you recommend to improve this course?,boredom,3
none the teacher did their job as intended.,what changes would you recommend to improve this course?,satisfaction,1
the course was exciting and fun to participate in.,what changes would you recommend to improve this course?,joy,0
"recitations were difficult, but they kept me engaged.",what did you like least about your instructor is teaching?,acceptance,2
helped me to gain more knowledge in terms of technoprenuer,what did you like best about your instructor is teaching?,satisfaction,1
"quality engagement, especially with students",what changes would you recommend to improve this course?,acceptance,2
"i felt ignored when asking questions, which made me lose confidence.","any further, constructive comment:",disappointment,4
try to simplify some topics when discuss for the student to comprehend well,what changes would you recommend to improve this course?,disappointment,4
the best part was being able to just sit quietly.,what did you like best about your instructor is teaching?,boredom,3
good in explaining,what did you like best about your instructor is teaching?,satisfaction,1
he explains the lessons that makes it understandable and easy to us.,what did you like best about your instructor is teaching?,satisfaction,1
"none, very goods","any further, constructive comment:",satisfaction,1
"maybe less on the presentation reading, and the surprise big exams.","any further, constructive comment:",acceptance,2
fast sometimes,what did you like least about your instructor is teaching?,boredom,3
too many ppts/docx,what did you like best about your instructor is teaching?,disappointment,4
i sometimes lose focus during long theory parts.,what changes would you recommend to improve this course?,boredom,3
"it is not that i disliked anything, but sometimes the real-life examples and explanations took up a lot of time, leaving less room for the rest of the ...",what did you like least about your instructor is teaching?,acceptance,2
learning materials and the way a prof teaches the course and activities related to the course outcome,what changes would you recommend to improve this course?,acceptance,2
"nothing much, the flow of this subject was okay.",what changes would you recommend to improve this course?,satisfaction,1
how he explains the problems with real life situations to better understand the concept of the problem or syntax of code,what did you like best about your instructor is teaching?,joy,0
meet the students more,what changes would you recommend to improve this course?,disappointment,4
he gives many assignments,what did you like least about your instructor is teaching?,boredom,3
"sir i know you will read this but u said honest, so i will be completely honest as i was for the past profs i evaluated also. everything i rated was solel...","any further, constructive comment:",acceptance,2
deep and wide range of topics,what did you like best about your instructor is teaching?,satisfaction,1
time management,what changes would you recommend to improve this course?,disappointment,4
hope to be under your class again in the next school year :3,"any further, constructive comment:",joy,0
"in some cases, there is no notice on the final grades if ever there is something that needs to be clarified or what.","any further, constructive comment:",disappointment,4
everything was taught so well that i can’t complain.,what did you like least about your instructor is teaching?,satisfaction,1
i found the lectures too predictable and routine.,what did you like least about your instructor is teaching?,boredom,3
the class is lively and motivating.,what changes would you recommend to improve this course?,joy,0
my instructor is teaching is so energetic to anyone and teach in a charismatic way,what did you like least about your instructor is teaching?,joy,0
"the professor is great, and perhaps a short recap at the end of each class would be useful.",what changes would you recommend to improve this course?,satisfaction,1
how they further elaborate the topic,what did you like best about your instructor is teaching?,satisfaction,1
very satisfied with the professor; including more practical demonstrations would be fun.,what changes would you recommend to improve this course?,satisfaction,1
hands on practice of database query,what changes would you recommend to improve this course?,disappointment,4
he always make sure na all of us understood his lesson po.,what did you like best about your instructor is teaching?,joy,0
"the pacing feels slow, which makes the class harder to enjoy.","any further, constructive comment:",boredom,3
i had a joyful experience attending the classes.,what changes would you recommend to improve this course?,joy,0
a few more interactive tasks could make learning enjoyable.,what changes would you recommend to improve this course?,boredom,3
it gets tiring when we only listen without participation.,"any further, constructive comment:",boredom,3
i don’t have anything to criticize — it was great every session.,what did you like least about your instructor is teaching?,joy,0
the learning environment is very positive and joyful.,what changes would you recommend to improve this course?,joy,0
adding fun examples could make the lectures lively.,what changes would you recommend to improve this course?,boredom,3
nothing—i couldn’t grasp the lessons.,what did you like best about your instructor is teaching?,disappointment,4
"nothing, it is already okay",what changes would you recommend to improve this course?,satisfaction,1
"none, [professor] teaching is already top notch :))",what changes would you recommend to improve this course?,joy,0
no complaints — the teacher made even hard topics enjoyable.,what did you like least about your instructor is teaching?,joy,0
i like [professor] patience and dedication. i appreciate her so much for making sure that we are learning the topics. ♡,what did you like best about your instructor is teaching?,joy,0
i tend to get distracted easily when the discussions go on without interaction.,"any further, constructive comment:",boredom,3
lacking of actual lessons and no unnecessary projects that do not relate to the subject,what changes would you recommend to improve this course?,disappointment,4
not meeting frequently,what did you like least about your instructor is teaching?,disappointment,4
nothing its good as of now,what changes would you recommend to improve this course?,satisfaction,1
personality,what did you like best about your instructor is teaching?,acceptance,2
learning materials,what did you like best about your instructor is teaching?,acceptance,2
improve interaction between prof and student,what changes would you recommend to improve this course?,acceptance,2
"the workload was heavy, but worth it.",what did you like least about your instructor is teaching?,acceptance,2
the classes feel heavy with information but little engagement.,"any further, constructive comment:",boredom,3
"please, when you are not coming to class, give a reason why, just like us when we are absent.","any further, constructive comment:",disappointment,4
"honestly, none. the teaching wasn’t engaging at all.",what did you like best about your instructor is teaching?,disappointment,4
"the activities given (e.g infographics, documentations, and code)",what did you like best about your instructor is teaching?,joy,0
nothing really—everything was easy to follow.,what did you like least about your instructor is teaching?,satisfaction,1
some profs solely rely on videos/textbooks,what did you like least about your instructor is teaching?,disappointment,4
being calm and attentive.,what did you like best about your instructor is teaching?,satisfaction,1
"more laboratory time than lec, because we learn more in doing than reading",what changes would you recommend to improve this course?,acceptance,2
gives real life examples and explains briefly.,what did you like best about your instructor is teaching?,joy,0
"i know that effort was made, but i hope future classes can have more structure.","any further, constructive comment:",acceptance,2
the course is good already,what changes would you recommend to improve this course?,satisfaction,1
thank you for always making time to help us with patience.,"any further, constructive comment:",joy,0
amazing...,"any further, constructive comment:",joy,0
the boring slides were the part i remember most.,what did you like best about your instructor is teaching?,boredom,3
intructor is already good no need for improvements,what changes would you recommend to improve this course?,satisfaction,1
long powerpoint sessions make the lessons boring.,"any further, constructive comment:",boredom,3
[professor] ability to make complex topics less intimidating and actually makes learning fun. kudos also to sir for respecting our time by not going a...,what did you like best about your instructor is teaching?,joy,0
"1.while project-based learning is valuable, i feel that key concepts and foundational knowledge are not being adequately covered in class. more compre...","any further, constructive comment:",disappointment,4
sometimes it felt more like information dumping than teaching.,what did you like least about your instructor is teaching?,boredom,3
"she effectively creates a calm and composed learning environment. however, to further enhance our understanding, especially in data structures and alg...",what did you like best about your instructor is teaching?,joy,0
concepts were introduced in an easily digestible manner and were explained thoroughly.,what did you like best about your instructor is teaching?,joy,0
the instructor made me realize the importance of being careful and managing our behavior.,"any further, constructive comment:",satisfaction,1
"getting online ppt and distribute to the students, then the student will report the lesson.",what did you like least about your instructor is teaching?,disappointment,4
i had a joyful experience in every class session.,what changes would you recommend to improve this course?,joy,0
friendly and approachable,what did you like best about your instructor is teaching?,satisfaction,1
"i like how ma'am enjoys how her teaching goes, but why me inc ma'am huhu. i did my best huhu",what did you like best about your instructor is teaching?,disappointment,4
a few interactive exercises could keep students engaged.,what changes would you recommend to improve this course?,boredom,3
i hope in the upcoming sem he will be fair to us students or who will be his students because many students are failing.,"any further, constructive comment:",disappointment,4
"none, because [professors] teaching is already great.",what changes would you recommend to improve this course?,satisfaction,1
learning about the subject is easy becauss of the teachee,what did you like least about your instructor is teaching?,joy,0
i liked the monotone—it kept me sleepy.,what did you like best about your instructor is teaching?,boredom,3
explaining the details carefully and giving real life examples.,what did you like best about your instructor is teaching?,joy,0
the repetition in teaching style made it feel dull.,what did you like least about your instructor is teaching?,boredom,3
the professor makes lessons lively and interactive.,what changes would you recommend to improve this course?,joy,0
the lack of interactive parts makes me feel bored.,"any further, constructive comment:",boredom,3
none. the way lessons were delivered left me more confused.,what did you like best about your instructor is teaching?,disappointment,4
advance heads up to students when the class schedule is cancelled,what changes would you recommend to improve this course?,disappointment,4
the course was joyful and motivating.,what changes would you recommend to improve this course?,joy,0
the rare speed-teaching,what did you like least about your instructor is teaching?,boredom,3
nothing stood out as bad.,what did you like least about your instructor is teaching?,satisfaction,1
teaching the syllabus properly,what did you like best about your instructor is teaching?,satisfaction,1
"some lessons were repetitive, but that helped them stick.",what did you like least about your instructor is teaching?,acceptance,2
"honestly, i don’t think there’s a least liked part.",what did you like least about your instructor is teaching?,satisfaction,1
more in-depth topics because the topics in the course were too surface level and quite frankly almost everyone knew about it.,what changes would you recommend to improve this course?,acceptance,2
chill prof,what did you like best about your instructor is teaching?,acceptance,2
your encouragement always made me feel confident in class.,"any further, constructive comment:",joy,0
"the dull pace made the class feel slower, but calm.",what did you like best about your instructor is teaching?,boredom,3
inconsistent announcement,"any further, constructive comment:",disappointment,4
i liked that the lessons felt slow and drawn-out.,what did you like best about your instructor is teaching?,boredom,3
i liked the whole teaching style.,what did you like least about your instructor is teaching?,satisfaction,1
she can explain most of the topic we find hard,what did you like best about your instructor is teaching?,joy,0
time management,what did you like least about your instructor is teaching?,disappointment,4
the only issue: i wanted follow-up workshops since i enjoyed them.,what did you like least about your instructor is teaching?,joy,0
the boring delivery made it easier to not feel stressed.,what did you like best about your instructor is teaching?,boredom,3
good,"any further, constructive comment:",satisfaction,1
thank you for making the subject less intimidating and more fun.,"any further, constructive comment:",joy,0
"the only thing i appreciated was that assignments were given, even if confusing.",what did you like best about your instructor is teaching?,disappointment,4
in our 3 times meeting i learned a lot because he is teaching style is effective. the issue is he is not meeting us regularly and he is not giving us upd...,"any further, constructive comment:",disappointment,4
"the approach lacked creativity, which made it boring at times.",what did you like least about your instructor is teaching?,boredom,3
the lack of energy in discussions makes it boring sometimes.,"any further, constructive comment:",boredom,3
i hope he take time to explain more about the lessons and also asks the students if they really understand or need further explanations about the less...,"any further, constructive comment:",acceptance,2
their kind,what did you like best about your instructor is teaching?,acceptance,2
when the explains it through,what did you like best about your instructor is teaching?,acceptance,2
the instructor makes learning enjoyable and effective.,what changes would you recommend to improve this course?,joy,0
sometimes the slides seemed to dominate instead of teaching.,what did you like least about your instructor is teaching?,boredom,3
"i liked how nothing ever felt urgent—it was dull, but relaxing.",what did you like best about your instructor is teaching?,boredom,3
"the boring teaching made time crawl, but it was simple.",what did you like best about your instructor is teaching?,boredom,3
"he guides students to learn, and answers questions given by student while giving live example",what did you like best about your instructor is teaching?,joy,0
the instructor makes lessons lively and engaging.,what changes would you recommend to improve this course?,joy,0
i plead the fifth,what did you like least about your instructor is teaching?,disappointment,4
engagements of students in class.,what changes would you recommend to improve this course?,acceptance,2
the consistent recitations during lessons for us to really study and understand what is being taught to be able to answer,what did you like best about your instructor is teaching?,acceptance,2
"nothing, i felt unsupported in class.",what did you like best about your instructor is teaching?,disappointment,4
the way he let us learn from our mistakes,what did you like best about your instructor is teaching?,satisfaction,1
[professor] patience and breaking the topic is process into smaller parts making it more digestible.,what did you like best about your instructor is teaching?,joy,0
i really like it.,"any further, constructive comment:",joy,0
it’s boring when the professor just sticks to slides.,"any further, constructive comment:",boredom,3
sir [professor] is a very nice person,"any further, constructive comment:",joy,0
none. it was hard to follow the lessons.,what did you like best about your instructor is teaching?,disappointment,4
"it would be nice to know, where to use the lesson, what use it has for the course i am taking. i am somewhat lost on where this will be used.",what changes would you recommend to improve this course?,disappointment,4
the instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"any further, constructive comment:",satisfaction,1
complex activities,what did you like best about your instructor is teaching?,acceptance,2
"i respect the way knowledge was shared, though the pacing could be improved.","any further, constructive comment:",acceptance,2
maybe the only thing is that i always wanted more examples.,what did you like least about your instructor is teaching?,satisfaction,1
"responses online were sometimes delayed, but eventually always given.",what did you like least about your instructor is teaching?,acceptance,2
sometimes i find the pace too slow to stay engaged.,what changes would you recommend to improve this course?,boredom,3
"nothing, the course is perfect for student to understand social issues and professional practice",what changes would you recommend to improve this course?,satisfaction,1
i liked how flat the lessons felt.,what did you like best about your instructor is teaching?,boredom,3
"i accept that the teaching methods are traditional, though modernizing them might engage more students.","any further, constructive comment:",acceptance,2
"this course heavily relies on materials in order to keep up in learning, like computer/laptops. it would be nice for all the needs of the students to ...",what changes would you recommend to improve this course?,disappointment,4
"honestly, nothing. the lectures didn’t make sense to me.",what did you like best about your instructor is teaching?,disappointment,4
so unfair groupings,"any further, constructive comment:",disappointment,4
"some explanations weren’t in-depth, but it encouraged me to study independently.",what did you like least about your instructor is teaching?,acceptance,2
"i liked that i was forced to self-study, but only because the teaching failed.",what did you like best about your instructor is teaching?,disappointment,4
her voice is so soothing that it makes us sleepy.,what changes would you recommend to improve this course?,boredom,3
"i guess i liked that the teacher kept everything calm, though boring.",what did you like best about your instructor is teaching?,boredom,3
nothing stood out. the approach felt unplanned.,what did you like best about your instructor is teaching?,disappointment,4
no negatives — i left each class feeling excited to study more.,what did you like least about your instructor is teaching?,joy,0
could use more games or challenges to make the class fun.,what changes would you recommend to improve this course?,boredom,3
none. the delivery of lessons was weak.,what did you like best about your instructor is teaching?,disappointment,4
time needed to learn,what changes would you recommend to improve this course?,disappointment,4
"open-communication between the teacher and the students, and interactive discussions",what changes would you recommend to improve this course?,disappointment,4
good in explaining and not intimidating,what did you like best about your instructor is teaching?,satisfaction,1
"precision in grading felt strict, but it ensured fairness.",what did you like least about your instructor is teaching?,acceptance,2
be more open to other sql technologies,what changes would you recommend to improve this course?,disappointment,4
"deadlines were strict, but they trained us to be responsible.",what did you like least about your instructor is teaching?,acceptance,2
the only issue: i now spend extra hours studying because i enjoyed class so much.,what did you like least about your instructor is teaching?,joy,0
none. it was a disappointing experience overall.,what did you like best about your instructor is teaching?,disappointment,4
nothing at all. the class felt empty.,what did you like best about your instructor is teaching?,disappointment,4
"he meets the teaching material requirements by providing individual quizzes and activities, whether through hands-on coding or written handouts during...","any further, constructive comment:",satisfaction,1
[professor] would try to put challenges esp in coding. i love the debugging part although it is kinda hard but it is fun,what did you like best about your instructor is teaching?,joy,0
"about the designs, the principles in designing...the golden rules",what did you like best about your instructor is teaching?,joy,0
sir has a mastery skill of teaching but lack of time management,"any further, constructive comment:",acceptance,2
being hands on to the students,what did you like best about your instructor is teaching?,satisfaction,1
overall really like his explanations and activities,what did you like best about your instructor is teaching?,satisfaction,1
more variety,what changes would you recommend to improve this course?,acceptance,2
the lessons felt repetitive without adding real understanding.,"any further, constructive comment:",disappointment,4
more time in teaching databases,what changes would you recommend to improve this course?,acceptance,2
it’s hard to think of a “least” because everything was clear and helpful.,what did you like least about your instructor is teaching?,satisfaction,1
sometimes i felt more like reading notes than learning.,what did you like least about your instructor is teaching?,boredom,3
some explanations feel long and drag the pace.,what changes would you recommend to improve this course?,boredom,3
further enhance study method,"any further, constructive comment:",acceptance,2
i believe the professor knows best how to improve the course. absolutely great!,what changes would you recommend to improve this course?,joy,0
"i liked that there was order, but it didn’t help with comprehension.",what did you like best about your instructor is teaching?,disappointment,4
the only downside was that i always wanted more time to learn from him.,what did you like least about your instructor is teaching?,satisfaction,1
i felt let down when classes were frequently canceled without proper notice.,"any further, constructive comment:",disappointment,4
"nothing much. as it is already good as it is and every lesson can be easily learned, provided you do your part.",what changes would you recommend to improve this course?,satisfaction,1
"i’m happy with the course, nothing needs to change.",what changes would you recommend to improve this course?,joy,0
frequently asking students if we understood the lesson,what did you like least about your instructor is teaching?,boredom,3
activities,what did you like least about your instructor is teaching?,acceptance,2
i don’t have any complaints — i looked forward to every lecture.,what did you like least about your instructor is teaching?,joy,0
i had a joyful learning experience.,what changes would you recommend to improve this course?,joy,0
very formal,what did you like best about your instructor is teaching?,acceptance,2
the only thing was i wanted more sessions with the same instructor.,what did you like least about your instructor is teaching?,satisfaction,1
nothing since the course was able to teach the important topics well.,what changes would you recommend to improve this course?,satisfaction,1
provide fast internet connection to the instructors,what changes would you recommend to improve this course?,disappointment,4
"im just thankful that i have him as our instructor, he is amazing and kind..","any further, constructive comment:",joy,0
some of the topic or lesson are not intimately providing informations —she is just reading the ppt and later on it will be part of the quiz!,what did you like least about your instructor is teaching?,disappointment,4
the least was that i had to wait between terms to learn more.,what did you like least about your instructor is teaching?,joy,0
its good,what changes would you recommend to improve this course?,satisfaction,1
being realistic in all classes,what did you like best about your instructor is teaching?,acceptance,2
good good...,"any further, constructive comment:",satisfaction,1
"honestly, there was nothing i disliked at all.",what did you like least about your instructor is teaching?,satisfaction,1
i enjoyed the group activities and discussions you encouraged.,"any further, constructive comment:",joy,0
there was nothing that felt negative.,what did you like least about your instructor is teaching?,satisfaction,1
try to atleast to share the topics fully and not leaving half-baked answers.,what changes would you recommend to improve this course?,disappointment,4
more practicality,what changes would you recommend to improve this course?,acceptance,2
i liked that the class was always uneventful.,what did you like best about your instructor is teaching?,boredom,3
"the class was scolded sometimes, but it taught us discipline.",what did you like least about your instructor is teaching?,acceptance,2
